ASX code,Company name,Security type,ISIN code
BHPWMG,MACQUARIE BANK LTD.,MACQUARIE 4500 BHP CALL WARRANT 25-AUG-11,AU000BHPWMG3
BHPWMH,MACQUARIE BANK LTD.,MACQUARIE 4600 BHP CALL WARRANT 29-SEP-11,AU000BHPWMH1
BHPWMI,MACQUARIE BANK LTD.,MACQUARIE 4900 BHP CALL WARRANT 29-SEP-11,AU000BHPWMI9
BHPWMJ,MACQUARIE BANK LTD.,MACQUARIE 4000 BHP CALL WARRANT 29-SEP-11,AU000BHPWMJ7
BHPWMK,MACQUARIE BANK LTD.,MACQUARIE 5400 BHP CALL WARRANT 29-SEP-11,AU000BHPWMK5
BHPWML,MACQUARIE BANK LTD.,MACQUARIE 4500 BHP CALL WARRANT 24-NOV-11,AU000BHPWML3
BHPWMM,MACQUARIE BANK LTD.,MACQUARIE 5000 BHP CALL WARRANT 24-JAN-12,AU000BHPWMM1
BLDKMA,MACQUARIE BANK LTD.,MACQUARIE 2.9489 BLD MINI LONG,AU000BLDKMA9
BLYIMG,MACQUARIE BANK LTD.,MACQUARIE 0.4141 BLY ROLLING INSTAL WAR 17NOV09,AU000BLYIMG6
BLYKMA,MACQUARIE BANK LTD.,MACQUARIE 2.5166 BLY MINI LONG,AU000BLYKMA5
BLYSMA,MACQUARIE BANK LTD.,MQB 13.5701 BLY SELF FUND INSTALMENT WARR 28-JUN-1,AU000BLYSMA8
BLYSMW,MACQUARIE BANK LTD.,MQB 13.4894 BLY SELF FUND INSTALMENT WARR 29-JUN-1,AU000BLYSMW2
BOQIMF,MACQUARIE BANK LTD.,MQB 600 BOQ ROLLING INSTALMENT WARRANT 17-NOV-10,AU000BOQIMF8
BOQIMG,MACQUARIE BANK LTD.,MQB 950 BOQ ROLLING INSTALMENT WARRANT 17-NOV-10,AU000BOQIMG6
BOQKMA,MACQUARIE BANK LTD.,MACQUARIE 5.8864 BOQ MINI LONG,AU000BOQKMA5
BOQMMI,MACQUARIE BANK LTD.,MQB 13.37 BOQ LISTED PROTECTED LOAN 29-JUN-12,AU000BOQMMI4
BOQSMA,MACQUARIE BANK LTD.,MQB 9.8924 BOQ SELF FUNDING INSTAL WARRANT 28-JUN-,AU000BOQSMA8
BOQSMW,MACQUARIE BANK LTD.,MQB $9.2887 BOQ SELF FUNDING INSTALMENT 29-JUN-12,AU000BOQSMW2
BOQSMY,MACQUARIE BANK LTD.,MQB 10.4307 BOQ SELF FUNDING INSTALMENT 30-JUN-17,AU000BOQSMY8
BSLIMC,MACQUARIE BANK LTD.,MQB 175 BSL ROLLING INSTALMENT WARRANT 19-MAY-11,AU000BSLIMC7
BSLIMD,MACQUARIE BANK LTD.,MQB 225 BSL ROLLING INSTALMENT WARRANT 19-MAY-11,AU000BSLIMD5
BSLIMF,MACQUARIE BANK LTD.,MQB 150 BSL ROLLING INSTALMENT WARRANT 17-NOV-10,AU000BSLIMF0
BSLIMG,MACQUARIE BANK LTD.,MQB 250 BSL ROLLING INSTALMENT WARRANT 17-NOV-10,AU000BSLIMG8
BSLKMA,MACQUARIE BANK LTD.,MACQUARIE 0.6308 BSL MINI LONG EXPIRING,AU000BSLKMA7
BSLSMA,MACQUARIE BANK LTD.,MQB 5.8603 BSL SELF FUNDING INSTAL WARRANT 28-JUN-,AU000BSLSMA0
BSLSMB,MACQUARIE BANK LTD.,MQB 6.5556 BSL SELF FUNDING INSTAL WARRANT 29-JUN-,AU000BSLSMB8
BSLSMW,MACQUARIE BANK LTD.,MQB $5.4951 BSL SELF FUNDING INSTALMENT 29-JUN-12,AU000BSLSMW4
BSLSMX,MACQUARIE BANK LTD.,MQB $3.7223 BSL SELF FUNDING INSTALMENT 30-JUN-16,AU000BSLSMX2
BSLSMY,MACQUARIE BANK LTD.,MQB  $6.2562 BSL SELF FUNDING INSTALMENT 30-JUN-17,AU000BSLSMY0
BXBIMC,MACQUARIE BANK LTD.,MQB 400 BXB ROLLING INSTALMENT WARRANT 19-MAY-11,AU000BXBIMC8
BXBIMD,MACQUARIE BANK LTD.,MQB 550 BXB ROLLING INSTALMENT WARRANT 19-MAY-11,AU000BXBIMD6
BXBIMF,MACQUARIE BANK LTD.,MQB 425 BXB ROLLING INSTALMENT WARRANT 17-NOV-10,AU000BXBIMF1
BXBIMG,MACQUARIE BANK LTD.,MQB 550 BXB ROLLING INSTALMENT WARRANT 17-NOV-10,AU000BXBIMG9
BXBKMA,MACQUARIE BANK LTD.,MACQUARIE 5.0872 BXB MINI LONG,AU000BXBKMA8
BXBMMH,MACQUARIE BANK LTD.,MQB 774 BXB LISTED PROTECTED LOAN 30JUN11 DEFSET,AU000BXBMMH9
BXBMMI,MACQUARIE BANK LTD.,MQB 7.74 BXB LISTED PROTECTED LOAN 29-JUN-12,AU000BXBMMI7
BXBSMA,MACQUARIE BANK LTD.,MQB 7.0442 BXB SELF FUNDING INSTAL WARRANT 28-JUN-,AU000BXBSMA1
BXBSMB,MACQUARIE BANK LTD.,MQB 7.3921 BXB SELF FUNDING INSTAL WARRANT 29-JUN-,AU000BXBSMB9
BXBSMC,MACQUARIE BANK LTD.,MACQUARIE 3.9903 BXB SELF FUNDING INSTAL 30-JUN-15,AU000BXBSMC7
BXBSMW,MACQUARIE BANK LTD.,MQB $10.6241 BXB SELF FUNDING INSTALMENT 29-JUN-12,AU000BXBSMW5
BXBSMX,MACQUARIE BANK LTD.,MQB $7.4022 BXB SELF FUND INSTAL WARR 30-JUN-16,AU000BXBSMX3
BXBSMY,MACQUARIE BANK LTD.,MQB 11.3853 BXB SELF FUNDING INSTALMENT 30-JUN-17,AU000BXBSMY1
CABSMA,MACQUARIE BANK LTD.,MQB 5.8674 CAB SELF FUNDING INSTAL WARRANT 28-JUN-,AU000CABSMA7
CBAIMC,MACQUARIE BANK LTD.,MQB 3100 CBA ROLLING INSTALMENT WARRANT 19-MAY-11,AU000CBAIMC4
CBAIMD,MACQUARIE BANK LTD.,MQB 4250 CBA ROLLING INSTALMENT WARRANT 19-MAY-11,AU000CBAIMD2
CBAIMF,MACQUARIE BANK LTD.,MQB 2800 CBA ROLLING INSTALMENT WARRANT 17-NOV-10,AU000CBAIMF7
CBAIMG,MACQUARIE BANK LTD.,MQB 4200 CBA ROLLING INSTALMENT WARRANT 17-NOV-10,AU000CBAIMG5
CBAKMA,MACQUARIE BANK LTD.,MACQUARIE 39.368 CBA  MINI LONG,AU000CBAKMA4
CBAKMB,MACQUARIE BANK LTD.,MACQUARIE 43.3018 CBA MINI LONG EXPIRING,AU000CBAKMB2
CBAKMC,MACQUARIE BANK LTD.,MACQUARIE 37.3952 CBA MINI LONG,AU000CBAKMC0
CBAKMD,MACQUARIE BANK LTD.,MACQUARIE 45.4548 CBA MINI LONG EXPIRING,AU000CBAKMD8
CBAKME,MACQUARIE BANK LTD.,MACQUARIE 43.0415 CBA MINI LONG,AU000CBAKME6
CBAKMF,MACQUARIE BANK LTD.,MACQUARIE 34.8932 CBA MINI LONG,AU000CBAKMF3
CBAMMH,MACQUARIE BANK LTD.,MQB 4150 CBA LISTED PROTECTED LOAN 30-JUN11,AU000CBAMMH5
CBAMMI,MACQUARIE BANK LTD.,MQB 41.50 CBA LISTED PROTECTED LOAN 29-JUN-12,AU000CBAMMI3
CBASMA,MACQUARIE BANK LTD.,MQB 28.3336 CBA SELF FUNDING INSTAL WARRANT 28-JUN,AU000CBASMA7
CBASMB,MACQUARIE BANK LTD.,MQB 29.7243 CBA SELF FUNDING INSTAL WARRANT 29-JUN,AU000CBASMB5
CBASMC,MACQUARIE BANK LTD.,MACQUARIE 29.1064 CBA SELF FUNDING INSTAL 30-JUN-1,AU000CBASMC3
CBASMW,MACQUARIE BANK LTD.,MQB $27.7367 CBA SELF FUNDING INSTALMENT 29-JUN-12,AU000CBASMW1
CBASMX,MACQUARIE BANK LTD.,MQB $23.578 CBA SELF FUNDING INSTALMENT 30-JUN-16,AU000CBASMX9
CBASMY,MACQUARIE BANK LTD.,MQB $31.1633 CBA SELF FUNDING INSTALMENT 30-JUN-17,AU000CBASMY7
CBASMZ,MACQUARIE BANK LTD.,MACQUARIE 20.1698 CBA SELF FUND INSTAL 28-JUN-13,AU000CBASMZ4
CBAWMC,MACQUARIE BANK LTD.,MACQUARIE 5400 CBA CALL WARRANT 29-SEP-11,AU000CBAWMC5
CBAWMD,MACQUARIE BANK LTD.,MACQUARIE 5200 CBA CALL WARRANT 29-SEP-11,AU000CBAWMD3
CBAWME,MACQUARIE BANK LTD.,MACQUARIE 5400 CBA CALL WARRANT 28-JUL-11,AU000CBAWME1
CBAWMF,MACQUARIE BANK LTD.,MACQUARIE 5400 CBA CALL WARRANT 25-AUG-11,AU000CBAWMF8
CBAWMJ,MACQUARIE BANK LTD.,MACQUARIE 5400 CBA CALL WARRANT 27-OCT-11,AU000CBAWMJ0
CBAWMK,MACQUARIE BANK LTD.,MACQUARIE 5800 CBA CALL WARRANT 24-JAN-12,AU000CBAWMK8
CCLKMA,MACQUARIE BANK LTD.,MACQUARIE 9.5098 CCL MINI LONG,AU000CCLKMA9
CCLMMH,MACQUARIE BANK LTD.,MQB 714 CCL LISTED PROTECTED LOAN 30JUN11,AU000CCLMMH0
CCLMMI,MACQUARIE BANK LTD.,MQB 7.14 CCL LISTED PROTECTED LOAN 29-JUN-12,AU000CCLMMI8
CCLSMA,MACQUARIE BANK LTD.,MQB 4.8529 CCL SELF FUNDING INSTAL WARRANT 28-JUN-,AU000CCLSMA2
CCLSMC,MACQUARIE BANK LTD.,MACQUARIE 6.3674 CCL SELF FUNDING INSTAL 30-JUN-15,AU000CCLSMC8
CDUKMA,MACQUARIE BANK LTD.,MACQUARIE 2.3228 CDU MINI LONG,AU000CDUKMA8
CEUSMA,MACQUARIE BANK LTD.,MQB 0.8868 CEU SELF FUNDING INSTAL WARRANT 28-JUN-,AU000CEUSMA9
CEUSMV,MACQUARIE BANK LTD.,MQB $0.5962 CEU SELF FUNDING INSTAL WARR 30-JUN-11,AU000CEUSMV5
CEUSMW,MACQUARIE BANK LTD.,MQB $0.8945 CEU SELF FUNDING INSTALMENT 29-JUN-12,AU000CEUSMW3
CGFIMF,MACQUARIE BANK LTD.,MQB 200 CGF ROLLING INSTALMENT WARRANT 17-NOV-10,AU000CGFIMF5
CGFSMA,MACQUARIE BANK LTD.,MQB 2.1086 CGF SELF FUNDING INSTAL WARRANT 28-JUN-,AU000CGFSMA5
CGFSMW,MACQUARIE BANK LTD.,MQB 2.9422  CGF SELF FUNDING INSTALMENT 29-JUN-12,AU000CGFSMW9
CNPSMW,MACQUARIE BANK LTD.,MQB $7.6679 CNP SELF FUNDING INSTAL 29-JUN-12,AU000CNPSMW4
COHIMC,MACQUARIE BANK LTD.,MQB 4000 COH ROLLING INSTALMENT WARRANT 19-MAY-11,AU000COHIMC2
COHIMD,MACQUARIE BANK LTD.,MQB 5400 COH ROLLING INSTALMENT WARRANT 19-MAY-11,AU000COHIMD0
COHIMF,MACQUARIE BANK LTD.,MQB 3350 COH ROLLING INSTALMENT WARRANT 17-NOV-10,AU000COHIMF5
COHKMA,MACQUARIE BANK LTD.,MACQUARIE 54.6473 COH MINI LONG,AU000COHKMA2
CPUIMD,MACQUARIE BANK LTD.,MQB 950 CPU ROLLING INSTALMENT WARRANT 19-MAY-11,AU000CPUIMD0
CPUIMF,MACQUARIE BANK LTD.,MQB 750 CPU ROLLING INSTALMENT WARRANT 17-NOV-10,AU000CPUIMF5
CPUKMA,MACQUARIE BANK LTD.,MACQUARIE 5.8968 CPU MINI LONG,AU000CPUKMA2
CPUSMC,MACQUARIE BANK LTD.,MACQUARIE 6.6858 CPU SELF FUNDING INSTAL 30-JUN-15,AU000CPUSMC1
CQOSMA,MACQUARIE BANK LTD.,MACQUARIE 7.6195 CQO SELF FUND INSTAL 28-JUN-13,AU000CQOSMA6
CQRSMA,MACQUARIE BANK LTD.,MACQUARIE 4.7067 CQR SELF FUND INSTAL  28-JUN-13,AU000CQRSMA9
CQRSMV,MACQUARIE BANK LTD.,MACQUARIE 4.7425 CQR SELF FUND INSTAL  30-JUN-11,AU000CQRSMV5
CQRSMW,MACQUARIE BANK LTD.,MACQUARIE 6.8053 CQR SELF FUND INSTAL  29-JUN-12,AU000CQRSMW3
CSLIMC,MACQUARIE BANK LTD.,MQB 1950 CSL ROLLING INSTALMENT WARRANT 19-MAY-11,AU000CSLIMC5
CSLIMD,MACQUARIE BANK LTD.,MQB 2700 CSL ROLLING INSTALMENT WARRANT 19-MAY-11,AU000CSLIMD3
CSLIMF,MACQUARIE BANK LTD.,MQB 1700 CSL ROLLING INSTALMENT WARRANT 17-NOV-10,AU000CSLIMF8
CSLIMG,MACQUARIE BANK LTD.,MQB 2700 CSL ROLLING INSTALMENT WARRANT 17-NOV-10,AU000CSLIMG6
CSLKMA,MACQUARIE BANK LTD.,MACQUARIE 22.6417 CSL MINI LONG,AU000CSLKMA5
CSLMMI,MACQUARIE BANK LTD.,MQB 33.70 CSL LISTED PROTECTED LOAN 29-JUN-12,AU000CSLMMI4
CSLSMA,MACQUARIE BANK LTD.,MQB 23.5829 CSL SELF FUNDING INSTAL WARRANT 28-JUN,AU000CSLSMA8
CSLSMB,MACQUARIE BANK LTD.,MQB 25.6693 CSL SELF FUNDING INSTAL WARRANT 29-JUN,AU000CSLSMB6
CSLSMC,MACQUARIE BANK LTD.,MACQUARIE 20.5383 CSL SELF FUNDING INSTAL 30-JUN-1,AU000CSLSMC4
CSLSMW,MACQUARIE BANK LTD.,MQB $16.936 CSL SELF FUNDING INSTALMENT 29-JUN-12,AU000CSLSMW2
CSRIMC,MACQUARIE BANK LTD.,MQB 1.3926 CSR ROLLING INSTALMENT WARR 19-MAY-11,AU000CSRIMC2
CSRKMA,MACQUARIE BANK LTD.,MACQUARIE 1.9891 CSR MINI LONG,AU000CSRKMA2
CTXKMA,MACQUARIE BANK LTD.,MACQUARIE 8.839 CTX MINI LONG,AU000CTXKMA8
CTXSMZ,MACQUARIE BANK LTD.,MACQUARIE 6.771 CTX SELF FUND INSTAL 28-JUN-13,AU000CTXSMZ8
CWNKMA,MACQUARIE BANK LTD.,MACQUARIE 6.7679 CWN  MINI LONG,AU000CWNKMA3
CWNSMA,MACQUARIE BANK LTD.,MQB 7.1926 CWN SELF FUNDING INSTAL WARRANT 28-JUN-,AU000CWNSMA6
CWNSMB,MACQUARIE BANK LTD.,MQB 6.4972 CWN SELF FUNDING INSTAL WARRANT 29-JUN-,AU000CWNSMB4
CWNSMW,MACQUARIE BANK LTD.,MQB 2.9896 CWN SELF FUNDING INSTALMENT 29-JUN-12,AU000CWNSMW0
CWNSMY,MACQUARIE BANK LTD.,MQB 4.5127 CWN SELF FUNDING INSTALMENT 30-JUN-17,AU000CWNSMY6
DJSIMF,MACQUARIE BANK LTD.,MQB 300 DJS ROLLING INSTALMENT WARRANT 17-NOV-10,AU000DJSIMF0
DJSKMA,MACQUARIE BANK LTD.,MACQUARIE 2.2141 DJS MINI LONG,AU000DJSKMA7
DUEIMC,MACQUARIE BANK LTD.,MQB 100 DUE ROLLING INSTALMENT WARRANT 19-MAY-11,AU000DUEIMC4
DUEIMF,MACQUARIE BANK LTD.,MACQUARIE 125 DUE ROLLING INSTALMENT WARR 17-NOV10,AU000DUEIMF7
DUESMA,MACQUARIE BANK LTD.,MQB 1.2773 DUE SELF FUNDING INSTAL WARRANT 28JUN13,AU000DUESMA7
DUESMB,MACQUARIE BANK LTD.,MQB 1.4163 DUE SELF FUNDING INSTAL WARRANT 29-JUN-,AU000DUESMB5
DUESMV,MACQUARIE BANK LTD.,MQB $0.6538 DUE SELF FUNDING INSTAL WARR 30-JUN-11,AU000DUESMV3
DUESMW,MACQUARIE BANK LTD.,MQB $1.2734 DUE SELF FUNDING INSTALMENT 29-JUN-12,AU000DUESMW1
DUESMX,MACQUARIE BANK LTD.,MQB $0.7016 DUE SELF FUNDING INSTAL 30-JUN-16,AU000DUESMX9
DUESMY,MACQUARIE BANK LTD.,MQB $1.6541 DUE SELF FUNDING INSTALMENT 30-JUN-17,AU000DUESMY7
EGPKMA,MACQUARIE BANK LTD.,MACQUARIE 2.5724 EGP MINI LONG,AU000EGPKMA7
ERAKMA,MACQUARIE BANK LTD.,MACQUARIE 2.8171 ERA MINI LONG,AU000ERAKMA6
FGLIMC,MACQUARIE BANK LTD.,MQB 1.9285 FGL ROLLING INSTALMENT WARRANT 19-MAY-1,AU000FGLIMC3
FGLIMD,MACQUARIE BANK LTD.,MQB 2.9285 FGL ROLLING INSTALMENT WARRANT 19-MAY-1,AU000FGLIMD1
FGLIMF,MACQUARIE BANK LTD.,MQB 275 FGL ROLLING INSTALMENT WARRANT 17-NOV-10,AU000FGLIMF6
FGLIMG,MACQUARIE BANK LTD.,MQB 450 FGL ROLLING INSTALMENT WARRANT 17-NOV-10,AU000FGLIMG4
FGLKMA,MACQUARIE BANK LTD.,MACQUARIE 3.8929 FGL MINI LONG,AU000FGLKMA3
FGLSMA,MACQUARIE BANK LTD.,MQB 2.4089 FGL SELF FUNDING INSTAL WARRANT 28-JUN-,AU000FGLSMA6
FGLSMC,MACQUARIE BANK LTD.,MACQUARIE 1.5897 FGL SELF FUNDING INSTAL 30-JUN-15,AU000FGLSMC2
FMGKMA,MACQUARIE BANK LTD.,MACQUARIE 4.7234 FMG MINI LONG,AU000FMGKMA1
FMGKMB,MACQUARIE BANK LTD.,MACQUARIE 4.2818 FMG MINI LONG,AU000FMGKMB9
FMGWMC,MACQUARIE BANK LTD.,MACQUARIE 550 FMG CALL WARRANT 29-SEP-11,AU000FMGWMC2
FMGWMD,MACQUARIE BANK LTD.,MACQUARIE 600 FMG CALL WARRANT 29-SEP-11,AU000FMGWMD0
FMGWME,MACQUARIE BANK LTD.,MACQUARIE 650 FMG CALL WARRANT 28-JUL-11,AU000FMGWME8
FMGWMF,MACQUARIE BANK LTD.,MACQUARIE 650 FMG CALL WARRANT 25-AUG-11,AU000FMGWMF5
FMGWMJ,MACQUARIE BANK LTD.,MACQUARIE 650 FMG CALL WARRANT 24-JAN-12,AU000FMGWMJ7
FXJIMF,MACQUARIE BANK LTD.,MACQUARIE 80 FXJ ROLLING INSTALMENT WARR 17-NOV-10,AU000FXJIMF5
FXJIMG,MACQUARIE BANK LTD.,MQB 150 FXJ ROLLING INSTALMENT WARRANT 17-NOV-10,AU000FXJIMG3
FXJKMA,MACQUARIE BANK LTD.,MACQUARIE 0.6045 FXJ MINI LONG,AU000FXJKMA2
FXJSMA,MACQUARIE BANK LTD.,MQB 2.6371 FXJ SELF FUNDING INSTAL WARRANT 28-JUN-,AU000FXJSMA5
GFFSMA,MACQUARIE BANK LTD.,MQB 0.8849 GFF SELF FUNDING INSTAL WARRANT 28-JUN-,AU000GFFSMA8
GMGSMA,MACQUARIE BANK LTD.,MQB 2.9024 GMG SELF FUNDING INSTAL WARRANT 28-JUN-,AU000GMGSMA2
GMGSMV,MACQUARIE BANK LTD.,MQB $2.7726 GMG SELF FUNDING INSTAL WARR 30-JUN-11,AU000GMGSMV8
GMGSMW,MACQUARIE BANK LTD.,MQB $5.4029 GMG SELF FUNDING INSTALMENT 29-JUN-12,AU000GMGSMW6
GMGSMY,MACQUARIE BANK LTD.,MQB $5.7837 GMG SELF FUNDING INSTALMENT 30-JUN-17,AU000GMGSMY2
GNSIMF,MACQUARIE BANK LTD.,MACQUARIE 0.5861 GNS ROLLING INSTAL WAR 17-NOV-09,AU000GNSIMF5
GPTKMA,MACQUARIE BANK LTD.,MACQUARIE 2.1711 GPT MINI LONG,AU000GPTKMA5
GPTSMA,MACQUARIE BANK LTD.,MQB 10.0827 GPT SELF FUND INSTALMENT WARR 28-JUN-1,AU000GPTSMA8
GPTSMW,MACQUARIE BANK LTD.,MQB 17.3799 GPT SELF FUND INSTALMENT WAR 29-JUN-12,AU000GPTSMW2
GPTSMY,MACQUARIE BANK LTD.,MQB 19.2833 GPTSELF FUND INSTALMENT WAR 30-JUN-17,AU000GPTSMY8
HGIIMJ,MACQUARIE BANK LTD.,MACQUARIE 150 HGI INSTALMENT WARRANT 25-JUN-09,AU000HGIIMJ0
HVNIMC,MACQUARIE BANK LTD.,MQB 200 HVN ROLLING INSTALMENT WARRANT 19-MAY-11,AU000HVNIMC4
HVNIMF,MACQUARIE BANK LTD.,MQB 225 HVN ROLLING INSTALMENT WARRANT 17-NOV-10,AU000HVNIMF7
HVNKMA,MACQUARIE BANK LTD.,MACQUARIE 1.5614 HVN MINI LONG,AU000HVNKMA4
IAGIMC,MACQUARIE BANK LTD.,MQB 225 IAG ROLLING INSTALMENT WARRANT 19-MAY-11,AU000IAGIMC0
IAGIMD,MACQUARIE BANK LTD.,MQB 300 IAG ROLLING INSTALMENT WARRANT 19-MAY-11,AU000IAGIMD8
IAGIMF,MACQUARIE BANK LTD.,MQB 200 IAG ROLLING INSTALMENT WARRANT 17-NOV-10,AU000IAGIMF3
IAGIMG,MACQUARIE BANK LTD.,MQB 300 IAG ROLLING INSTALMENT WARRANT 17-NOV-10,AU000IAGIMG1
IAGKMA,MACQUARIE BANK LTD.,MACQUARIE 2.2445 IAG MINI LONG,AU000IAGKMA0
IAGSMA,MACQUARIE BANK LTD.,MQB 2.003 IAG SELF FUNDING INSTAL WARRANT 28-JUN-,AU000IAGSMA3
IAGSMB,MACQUARIE BANK LTD.,MQB 2.3505 IAG SELF FUNDING INSTAL WARRANT 29-JUN-,AU000IAGSMB1
IAGSMC,MACQUARIE BANK LTD.,MACQUARIE 2.1523 IAG SELF FUNDING INSTAL30-JUN-15,AU000IAGSMC9
IAGSMW,MACQUARIE BANK LTD.,MQB $4.1009 IAG SELF FUNDING INSTALMENT 29-JUN-12,AU000IAGSMW7
IAGSMX,MACQUARIE BANK LTD.,MQB $4.0905 IAG SELF FUNDING INSTAL 30-JUN-16,AU000IAGSMX5
IAGSMY,MACQUARIE BANK LTD.,MQB $4.8623 IAG SELF FUNDING INSTALMENT 30-JUN-17,AU000IAGSMY3
IEMKMA,MACQUARIE BANK LTD.,MACQUARIE 30.8499 IEM MINI LONG,AU000IEMKMA0
ILUKMA,MACQUARIE BANK LTD.,MACQUARIE 13.4355 ILU MINI LONG EXPIRING,AU000ILUKMA8
ILUKMB,MACQUARIE BANK LTD.,MACQUARIE 8.9616 ILU MINI LONG,AU000ILUKMB6
IPLKMA,MACQUARIE BANK LTD.,MACQUARIE 2.8078 IPL MINI LONG,AU000IPLKMA8
IPLSMC,MACQUARIE BANK LTD.,MACQUARIE 1.9003 IPL SELF FUNDING INSTAL30-JUN-15,AU000IPLSMC7
IPLWMA,MACQUARIE BANK LTD.,MACQUARIE 350 IPL CALL WARRANT 29-SEP-11,AU000IPLWMA3
IPLWMD,MACQUARIE BANK LTD.,MACQUARIE 425 IPL CALL WARRANT 29-SEP-11,AU000IPLWMD7
ITOMMI,MACQUARIE BANK LTD.,MQB 2.0391 ITO LISTED PROTECTED LOAN30JUN11,AU000ITOMMI3
JBHKMA,MACQUARIE BANK LTD.,MACQUARIE 11.5859 JBH MINI LONG,AU000JBHKMA4
JBHSMA,MACQUARIE BANK LTD.,MQB 8.1935 JBH SELF FUND INSTAL WARRANT 28-JUN-13,AU000JBHSMA7
JBHSMB,MACQUARIE BANK LTD.,MQB 7.9034 JBH SELF FUND INSTAL WARRANT 29-JUN-18,AU000JBHSMB5
JHXIMC,MACQUARIE BANK LTD.,MQB 400 JHX ROLLING INSTALMENT WARRANT 19-MAY-11,AU000JHXIMC8
JHXKMA,MACQUARIE BANK LTD.,MACQUARIE 4.3267 JHX MINI LONG,AU000JHXKMA8
KARKMA,MACQUARIE BANK LTD.,MACQUARIE 2.5166 KAR MINI LONG,AU000KARKMA3
KCNKMA,MACQUARIE BANK LTD.,MACQUARIE 6.6046 KCN MINI LONG,AU000KCNKMA8
LEIIMG,MACQUARIE BANK LTD.,MQB 2650 LEI ROLLING INSTALMENT WARRANT 17-NOV-10,AU000LEIIMG3
LEIKMA,MACQUARIE BANK LTD.,MACQUARIE 15.0981 LEI MINI LONG,AU000LEIKMA2
LEISMA,MACQUARIE BANK LTD.,MQB 32.3544 LEI SELF FUNDING INSTAL WARRANT 28-JUN,AU000LEISMA5
LEISMC,MACQUARIE BANK LTD.,MACQUARIE 20.8134 LEI SELF FUNDING INSTAL 30-JUN-1,AU000LEISMC1
LEISMW,MACQUARIE BANK LTD.,MQB 16.8868 LEI SELF FUNDING INSTALMENT 29-JUN-12,AU000LEISMW9
LEISMX,MACQUARIE BANK LTD.,MQB $8.8784 LEI SELF FUNDING INSTALMENT 30-JUN-16,AU000LEISMX7
LGLIMC,MACQUARIE BANK LTD.,MQB 225 LGL ROLLING INSTALMENT WARRANT 19-MAY-11,AU000LGLIMC1
LGLIMD,MACQUARIE BANK LTD.,MQB 300 LGL ROLLING INSTALMENT WARRANT 19-MAY-11,AU000LGLIMD9
LGLIMF,MACQUARIE BANK LTD.,MQB 150 LGL ROLLING INSTALMENT WARRANT 17-NOV-10,AU000LGLIMF4
LGLMMI,MACQUARIE BANK LTD.,MQB 307 LGL LISTED PROTECTED LOAN 30JUN11,AU000LGLMMI0
LLCIMC,MACQUARIE BANK LTD.,MQB 475 LLC ROLLING INSTALMENT WARRANT 19-MAY-11,AU000LLCIMC0
LLCIMD,MACQUARIE BANK LTD.,MQB 650 LLC ROLLING INSTALMENT WARRANT 19-MAY-11,AU000LLCIMD8
LLCIMF,MACQUARIE BANK LTD.,MQB 4.8485 LLC ROLLING INSTALMENT WARRANT 17-NOV-1,AU000LLCIMF3
LLCIMG,MACQUARIE BANK LTD.,MQB 8.0985 LLC ROLLING INSTALMENT WARRANT 17-NOV-1,AU000LLCIMG1
LLCKMA,MACQUARIE BANK LTD.,MACQUARIE 6.5409 LLC MINI LONG,AU000LLCKMA0
LLCMMI,MACQUARIE BANK LTD.,MQB 9.2869 LLC LISTED PROTECTED LOAN 29-JUN-12,AU000LLCMMI9
LLCSMA,MACQUARIE BANK LTD.,MQB 9.1409 LLC SELF FUNDING INSTAL WARRANT 28-JUN-,AU000LLCSMA3
LLCSMW,MACQUARIE BANK LTD.,MQB 12.5263 LLC SELF FUNDING INSTALMENT 29-JUN-12,AU000LLCSMW7
LLCSMY,MACQUARIE BANK LTD.,MQB $13.668 LLC SELF FUNDING INSTALMENT 30-JUN-17,AU000LLCSMY3
LYCKMA,MACQUARIE BANK LTD.,MACQUARIE 1.4747 LYC MINI LONG,AU000LYCKMA3
MAPSMA,MACQUARIE BANK LTD.,MQB 1.9722 MAP SELF FUNDING INSTAL WARRANT 28-JUN-,AU000MAPSMA6
MAPSMV,MACQUARIE BANK LTD.,MQB $0.8159 MAP SELF FUNDING INSTAL WARR 30-JUN-11,AU000MAPSMV2
MAPSMX,MACQUARIE BANK LTD.,MQB $1.0431 MAP SELF FUNDING INSTALMENT 30-JUN-16,AU000MAPSMX8
MGRKMA,MACQUARIE BANK LTD.,MACQUARIE 0.8565 MGR MINI LONG,AU000MGRKMA6
MGRSMV,MACQUARIE BANK LTD.,MQB $1.89 MGR SELF FUNDING INSTAL WARR 30-JUN-11,AU000MGRSMV5
MGRSMW,MACQUARIE BANK LTD.,MQB $3.7826 MGR SELF FUNDING INSTALMENT 29-JUN-12,AU000MGRSMW3
MGXKMA,MACQUARIE BANK LTD.,MACQUARIE 1.4008 MGX MINI LONG EXPIRING,AU000MGXKMA4
MGXKMB,MACQUARIE BANK LTD.,MACQUARIE 1.0145 MGX MINI LONG,AU000MGXKMB2
MINKMA,MACQUARIE BANK LTD.,MACQUARIE 8.0234 MIN MINI LONG,AU000MINKMA1
MYRKMA,MACQUARIE BANK LTD.,MACQUARIE 1.7046 MYR MINI LONG,AU000MYRKMA9
